id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed.work	abstract
data/Antipodes/41956024-NGRAMS1	doi	Feminist Visions across the Pacific: Catherine Helen Spence's "Handfasted"	Susan Magarey	Antipodes	3	1	1989-04-01	p. 31-33	publisher	type	reviewed_work	http://www.jstor.org/stable/41956024
data/Antipodes/41956025-NGRAMS1	doi	Cathedral_ Carnarvon Gorge	D'ARCY RANDALL	Antipodes	3	1	1989-04-01	p. 33-33	publisher	type	reviewed_work	http://www.jstor.org/stable/41956025
data/Antipodes/41956028-NGRAMS1	doi	Dancing in the Dark	Frances Rouse	Antipodes	3	1	1989-04-01	p. 35-36	publisher	type	reviewed_work	http://www.jstor.org/stable/41956028
data/Antipodes/41956029-NGRAMS1	doi	Setting Her Signature on the Land: The Poetry of Judith Wright	Nancy Potter	Antipodes	3	1	1989-04-01	p. 37-39	publisher	type	reviewed_work	http://www.jstor.org/stable/41956029
data/Antipodes/41956030-NGRAMS1	doi	Women at Work in Colonial Australia	Julie K. Brown	Antipodes	3	1	1989-04-01	p. 40-42	publisher	type	reviewed_work	http://www.jstor.org/stable/41956030
data/Antipodes/41956031-NGRAMS1	doi	Mary Durack Talks with Jack Bennett	Mary Durack	Antipodes	3	1	1989-04-01	p. 43-46	publisher	type	reviewed_work	http://www.jstor.org/stable/41956031
data/Antipodes/41956032-NGRAMS1	doi	Relic	Katherine Gallagher	Antipodes	3	1	1989-04-01	p. 46-46	publisher	type	reviewed_work	http://www.jstor.org/stable/41956032
data/Antipodes/41956039-NGRAMS1	doi	Demeter Watches Persephone Grow Up	CATHERINE BATESON	Antipodes	3	1	1989-04-01	p. 51-51	publisher	type	reviewed_work	http://www.jstor.org/stable/41956039
data/Antipodes/41956041-NGRAMS1	doi	The Labyrinth_ Memory	DIANE FAHEY	Antipodes	3	1	1989-04-01	p. 52-52	publisher	type	reviewed_work	http://www.jstor.org/stable/41956041
data/Antipodes/41956042-NGRAMS1	doi	The Import of Adult Flavours	Les A. Murray	Antipodes	3	1	1989-04-01	p. 54-54	publisher	type	reviewed_work	http://www.jstor.org/stable/41956042
data/Antipodes/41956043-NGRAMS1	doi	The Greenhouse Vanity	Les A. Murray	Antipodes	3	1	1989-04-01	p. 54-54	publisher	type	reviewed_work	http://www.jstor.org/stable/41956043
data/Antipodes/41956044-NGRAMS1	doi	Walpadja_ the Storm-maker	B. Wongar	Antipodes	3	1	1989-04-01	p. 55-57	publisher	type	reviewed_work	http://www.jstor.org/stable/41956044
data/Antipodes/41956045-NGRAMS1	doi	Two POEMS written at the FIRST BLACK PLAYWRIGHTS CONFERENCE; Canberra_ 1987_ January—a truly magic time	ARCHIE WELLER	Antipodes	3	1	1989-04-01	p. 57-57	publisher	type	reviewed_work	http://www.jstor.org/stable/41956045
data/Antipodes/41956048-NGRAMS1	doi	Unpacking	Selwyn Pritchard	Antipodes	3	1	1989-04-01	p. 59-59	publisher	type	reviewed_work	http://www.jstor.org/stable/41956048
data/Antipodes/41956052-NGRAMS1	doi	Warrew	 Munganye	Antipodes	3	1	1989-04-01	p. 62-62	publisher	type	reviewed_work	http://www.jstor.org/stable/41956052
data/Antipodes/41956053-NGRAMS1	doi	Sacrifices	Kieran Ridge	Antipodes	3	1	1989-04-01	p. 63-65	publisher	type	reviewed_work	http://www.jstor.org/stable/41956053
data/Antipodes/41956054-NGRAMS1	doi	Pastoral Feature Film	PHILIP HODGINS	Antipodes	3	1	1989-04-01	p. 65-65	publisher	type	reviewed_work	http://www.jstor.org/stable/41956054
data/Antipodes/41956056-NGRAMS1	doi	Charity	H. A. Willis	Antipodes	3	1	1989-04-01	p. 67-68	publisher	type	reviewed_work	http://www.jstor.org/stable/41956056
data/Antipodes/41956060-NGRAMS1	doi	Bibliography of Australian Literature and Criticism Published in North America: 1985-1988	Julia Duffy	Antipodes	3	1	1989-04-01	p. 71-84	publisher	type	reviewed_work	http://www.jstor.org/stable/41956060
data/Antipodes/41956064-NGRAMS1	doi	Imagination	Timoshenko Aslanides	Antipodes	3	2	1989-12-01	p. 88-88	publisher	type	reviewed_work	http://www.jstor.org/stable/41956064
data/Antipodes/41956065-NGRAMS1	doi	Katharine Susannah Prichard: A Reluctant Daughter of Mark Twain	Ric Throssell	Antipodes	3	2	1989-12-01	p. 89-93	publisher	type	reviewed_work	http://www.jstor.org/stable/41956065
data/Antipodes/41956066-NGRAMS1	doi	Australian and Latin American Fiction A 'Prelude'	Helen Daniel	Antipodes	3	2	1989-12-01	p. 94-100	publisher	type	reviewed_work	http://www.jstor.org/stable/41956066
